regime,mean_low,mean_high,mean_ls,n_dates
1,0.007425592141274594,0.02008845266465137,-0.012662860523376774,110
2,0.023494088230173175,0.07221318116404817,-0.04871909293387498,7
3,0.00960663237205874,0.026147557173055155,-0.016540924800996417,106
